가게명,요리,개업,운영상태,별점,리뷰수,리뷰1,리뷰2,리뷰3
소야삼교리동치미막국수,막국수,,브레이크타임,4.33,999+,속초 여행 갔다가 방문했습니다. 막국수가 저한테는 매우 호였습니다!,물 비빔 구분이 없고 동치미육수랑 양념을 첨가해서 기호대로 만들어 먹는 막국수 집이에요 !,막국수 취향에 맞게 먹을수 있어요 매장넓고 주차장 넓고
단천면옥,냉면,,브레이크타임,4.33,999+,"냉면 나오는데 좀 오래걸리긴 하지만, 냉면, 한우탕반, 수육, 오징어순대 다 맛있었어요.",별 생각없이 들린 가게였지만 아바이 마을에서 먹는 오징어순대와 냉면보다 맛있었습니다,강원도 여행가서 맛있게 먹고왔어용 수육도 잡내없고 냉면 맛있었어용
섭죽마을,"해물,생선요리",,영업 중,4.33,999+,섭은 처음 먹어봅니당ㅋㅋ 해장국이랑 죽 순한맛 먹었는데 아침부터 사람들 엄청 많네요 고소하고 맛있어요,홍합 해장국이 시원하면서도 맛있어요. 죽도 맛있긴 한데 해장국이 더 맛있습니다. 또 방문하고 싶어요.,부모님이 추천해주신 맛집ㅋㅋ 섭국 처음 먹어봤는데 감동했어요 유명한 이유가 있네요 속초 여행 필수 코스
소야촌,소고기구이,,영업 중,4.33,999+,한우 채끝과 꽃등심 맛있고 고소해요. 치커리와 야채 샐러드가 향긋해요.,맛있게 잘 먹었습니다. 감사합니다. 고기가 부드러워요.,마블링 예술인 한우가 입안에서 살살 녹아요 식당 깔끔하고 직원분들 친절해서 기분좋게 식사한 곳
동명항생선숯불구이,생선구이,,브레이크타임,4.32,999+,생선도 맛있고 돌솥밥도 맛있어요. 청어알젓갈에 김 싸먹으니 맛있네요.,생선은 기본이고 돌솥밥도 찰지고맛있고 밑반찬까지 다 맛있어서 배부르게 기분좋게 먹었습니다,"된장찌게도 맛있었어요, 생선도 신선한듯하고 ^^"
소연이네조개구이,조개요리,,영업 중,4.32,999+,속초하면 생각나는 집!입니다 누룽지의 고소함과 오징어순대의 맛이 어우러져서 정말 맛있습니다,누룽지오징어순대 처음 먹어보는 데 한번쯤 먹을만합니다. 쫄깃 매콤 바삭합니다.,누룽지오징어순대 바삭하고 속은 부드럽고 쫄깃한 오징어가 잘 어울려서 맛있었어요!
낙천회관,냉면,,영업 중,4.31,999+,일찍가서 그런지 사람이 없었어요 음식이 빨리 나오네여 꿩만두 먼저 나왔는데 심기하고 맛도 좋았아요,홍게냉면.명태회냉면도 맛있고 육개장칼국수는 칼칼하니 맛있더라구요.갈비탕도 친구가 먹었는데 맛있다고 하네요.,꿩만두와 수육과 홍게냉면 개인적으로 만두가 최고
칠성조선소,"카페,디저트",,영업 중,4.31,999+,"버터스콘, 블루치즈휘낭시에도 괜찮아요. 칠성조선소 여기여긴 뷰 보고, 사진 찍으러 오는거 같네요 ㅎㅎ",탁트인 뷰가 너무 좋았어요^^ 마롱밀크랑 바닐라빈라떼 달달하니 맛있습니다 아기자기하니 예뻐요 ^^,속초에 유명한 카페 많지만 특색있고 뷰 좋은 곳을 찾으신다면 칠성조선소 오세요 ! 커피도 맛있었어요
와이에이티,"카페,디저트",,영업 중,4.31,999+,논뷰 밭뷰 잠시 멈추었던 공간 커피 밋 좋네요.,몇년 전 와보고. 오랜만에^^ 음악도 죠으다! 부뉘기도 죠으다! 커피도 맛나다!,눈쌓이고 나서 방문했더니 카페 바깥분위기가 예술이였어요 치즈케이크도 맛있어요 힐링하고가네요
설악스케치,돈가스,,영업 중,4.31,999+,요리들이 다 수제로 만드셨는지 너무 깔끔하고 맛있고 돈까스는 두툼하니 너무 맛있었어요 ! 또올게요오오,남편이랑 딸이랑 토욜 점심에 속초돈까스 먹으러 설악스케치 갔어요 전에 한번 와보고 두번째 오네요 ㅎ,속초에서 경양식 돈가스는 여기가 최고예요. n번째 와서 먹는데 고기도 두툼하고 육즙도 많아요.
경기도은혜횟집,생선회,,영업 중,4.3,999+,속초여행갈때마다 항상 들리는 경긷은혜횟집 인생 오징어순대집이죠 ㅎㅎㅎ 앞으로도 자주 이용할게요,대게 잘 먹었어요. 맛있어요. 오래오래 하셨음 좋겠다는 바램이 있어요,대게 + 모듬회 맛있어서 계속 방문하고 싶어요! 넘 잘 찾은 집이에요!
속초아바이신다신,"순대,순댓국",,영업 중,4.3,999+,가리국밥 함흥냉면 모둠순대 시킴 유명한 곳이라 오래 기다렸지만 음식은 금방나와요 순대도 정말 실해요,환상적인 오징어 순대! 4년만에 갔는데도 여전히 맛있네요.,오늘은 아침을 먹으러왔습니다 일찍왔는데도 대기3번ㅎㅎ 본점에서는 처음인데 해장으로 정말 좋네요
함흥냉면옥,냉면,,영업 중,4.29,999+,명태회냉면 맛있어요 만두는 담백해요 물냉면은 간장베이스로 독특해요,1951년부터 지켜온 맛이니 대단한 '함흥냉면옥 본점'이예요. 면은 쫄깃하지만 질기지않고 가늘어요.,물냉면 함흥냉면 먹었습니다 검은 육수만큼 맛좋은 냉면 맛이었습니다
속초새우아저씨,종합분식,,영업 중,4.29,999+,누룽지 오징어 순대가 맛있어서 깜짝 놀란 사람 저에요. 새우튀김이랑 오징어튀김도 너무 맛있더라구요,특히 오징어순대 대박! 살짝 매콤하면서 느끼한것도 없고 맛좋았어요,순살씨앗새우강정 너무 맛나요! 강정소스는 살짝 매콤한데 달콤해서 자꾸자꾸 손이 가네요
대포항생선찜 본점,"해물,생선요리",,영업 중,4.29,999+,검색해서 찾은 음식점인데 진짜 맛있는 밥집입니다! 속초에 와서 먹은 음식 중 제일 맛있게 먹었습니다.,속초도착하자마자 배고파서 그냥 들어갔는데 누룽지오징어순대가 바삭하니 맛있었어요.,생선찜이 양념이랑 조합이 예술이네요! 진짜 너무 맛있게 잘먹고 갑니다!^^ㅎㅎㅎ
청초수물회 속초본점,생선회,,영업 중,4.27,999+,속초로 떠날 때마다 늘 1순위로 찾아가는 맛집이에요! 새콤달콤하고 맛있는 물회의 맛이 자꾸 생각나요,넓고 시스템이 잘되어있던 물회집! 전복죽 물회 다 깔끔하게 맛있었습니다 #속초맛집 #속초필수코스,속초맛집 청초수물회입니다. 속초에 살고 있지만 속초필수코스로 추천하고요
황가네찜,"해물,생선요리",,브레이크타임,4.25,999+,달콤매콤한 가오리찜 무랑 감자가 같이 들어가 있어서 조아요,가오리찜이 비린내도 안나고 살도 도톰해서 맛있어요. 바다가 보이는 창가에서 먹으니 좋았어요.,가오리찜 처음 먹어보는데 진짜 부드럽고 맛있어요 직원분들도 친절하시고 사람 많아용 !
이조면옥,냉면,,영업 중,4.24,999+,"냉면과 막국수를 함께, 물과 비빔을 함께 먹을 수 있어요.",냉면 면발이 부드러웠어요. 점심 시간이 지나서 인지 음식도 바로 나와 좋았어요,"냉면 11,000. 양념이 맵지 않고 슴슴하면서 상큼하다. 한조각 들어있는 편육도 맛있었다."
속초어장물회 속초점,생선회,,영업 중,4.21,999+,비빔물회 무조건 드세요. 완전히 새롭고 특별해요.,인생에서 먹어본 물회중 가장 맛있습니다 아주 맛있게 잘 먹고 갑니다 감사합니다,"어른들은 물회랑 성게알비빔밥, 아이들은 홍게비빔밥에 미역국 아주 맛있게 잘 먹고 가요."
사돈집,"해물,생선요리",,영업 종료,4.2,999+,가자미구이도 너무 맛있게 잘 먹었습니다. 물곰탕값은 시가로 그날그날 다를수 있어요.,물곰탕은 처음이었는데 국물이 슴슴하고 개인적으로 조림이 더 맛있었어요 살이 아주 부드럽고요,재방문입니다! 속초오면 꼭 들릴 집이에요. 물곰탕 드시려면 그전날 꼭 술을 드셔야해요!
돈우마을,돼지고기구이,,영업 중,4.14,999+,"갈비가 맛있고 반찬이 한정식 뺨 쳐요 주차하기도 편하고 냉면, 된장찌개도 맛있어요",상차림이 예쁘고 정성스럽게 나오네요 갈비도 맛있고 쌈채소가 싱싱하고 많아서 좋았어요,점심시간 이벤트가 있어서 냉면이랑 식사 무료로 먹었어요 직원분들도 친절하셔서 더 기분좋은 식사 시간이었어요
왕박골식당,"칼국수,만두",,영업 중,4.13,999+,속초 장칼국수맛집 왕박골식당! 진짜 찐맛집입니다 해장으로 제격이고 다 먹고나서도 속도 편해요,속초현지인맛집으로 유명한 곳이라고 해서 찾아간 왕박골식당! 떡만두국도 맛있었습니다!,장칼국수 맛있게 잘 먹었어용 ! 뭐뭔가 엄청 자극적인 거 아닌데도 중독성 있어서 또 먹고 싶네용 ㅎㅎㅎ
별주부네물곰탕,"해물,생선요리",,영업 중,4.13,999+,아주아주 맛있게 먹었습니다 특히나 국물이 시원칼칼해서 해장으로 딱 좋았어요^^!,물곰탕을 경험해보지 않은 분들은 한 번쯤 경험해보아도 좋을 것 같은 음식 !,원래 가려고 한 생선조림집이 문을 닫아 찾고 찾다가 별주부네 물곰탕 생선조림이 맛있다고 해서 찾아갔어요!
이모네식당,"해물,생선요리",,브레이크타임,4.12,999+,가오리찜 속초 맛집이네요. 정말 담백하게 맛나고 좋아서 조만간 지인들과 또 방문 예정입니다!,강릉에서만 가오리찜을 먹으러갔었는데 속초 이모네식당이 내입맛에는 더맛있다 자꾸 생각나는맛이다,오랜만에 먹었는데 역시 맛있다고 감탄하며 먹었어요. 이런 가오리찜은 오직 이 집뿐인거 같아요.
마레속초,"스파게티,파스타전문",,브레이크타임,,999+,속초여행왔어요 식전빵 촉촉하고 부드럽습니다 에이드도 맛나요 맛있게 먹고갑니다,파스타랑 리조또는 기본으로 맛있고 뇨끼랑 스테이크가 진짜예요! 늘 맛있게 먹고 갑니다,피자 뇨끼 스테이크 하나같이 다 맛있어요 ㅎㅎ
Cafe COEL,"카페,디저트",,영업 중,,999+,흑임자라떼 강추합니다! 친절하시구 인테리어두 너무 예뻐용ㅎㅎ,바로 앞 장사항뷰 너무 멋져요 ! 일층 이층 분위기도 넘 좋고 특히나 디저트가 넘 맛있네용 !,뷰맛집 바다 뷰가 좋아요. 커피도 추천 원두로 깔끔하고 맛있는 아메리카노입니다.
팰리시다드 카페,"카페,디저트",,영업 중,,999+,물회 먹고 쿠폰 받아서 방문했어요! 커피도 맛있었어요,가성비 괜찮구 맛도 정말 좋아요 ^^ 속초항아리물회먹은다음 커피 잘 먹고 왔어요,사장님도 너무 친절하시고 아메리카노도 좋습니당 담에 또 와야겠어여 ㅎㅎ
바다다조개다 앤 팝쿠아,조개요리,,영업 중,,999+,두번째 방문이지만 여전히 맘에 듭니다 조개구이도 먹어보았지만 전골이 훨씬 소주를 부르는맛입니다.,조개구이 맛이 끝내줍니다. 양도 푸짐하고 치킨 조개탕에 스파게티까지 너무 맛있게 먹었어요.,속초여행에서 조개구이가 먹고 싶어서 찾아 온 바다다조개다 앤 팝쿠아 셋트 메뉴 구성이 정말 좋고!
강릉동화가든 짬뽕순두부 속초점,두부요리,,브레이크타임,,999+,속초 들릴 때마다 먹고 갑니다. 짬뽕순두부 신선한 해산물 등을 토대로 만드셔서 그런지 맛있구요.,제 최애는 초두부백반이에요. 정말 담백하고 부드러워요.짬뽕순두부도 불향 가득하고 맛있어요,강원도 오면 동화가든 짬뽕순두부 먹어야죠 위치는 예전이랑 다른거걸보니 이전하신거같아요
하도문속초,"카페,디저트",,영업 중,,999+,작은 정원이 함께 있는 카페에요. 비와서 운치있어 더 좋은 듯. 커피 맛도 좋고 바움쿠헨도 맛있어요.,여행왔다가 돌아가는길에 커피 한 잔 하려고 들렸습니다. 커피도 맛있어요!,이런곳에 이런곳이!? 무엇보다 콘유즈크림 꼭 드셔보세요 너무 맛있고 바움쿠헨도 당보충에 좋아용
서민갑부 시장닭집,"치킨,닭강정",,영업 중,,999+,똑이네 튀김집이랑 같은 시장닭집인데요. 당일 바로 먹을거거면 전 따뜻한 시장닭집 닭강정 추천요.,닭강정 새우강정 반반도 있고 누룽지 오징어순대도 기대됩니다^^,가족여행 와서 누룽지순대는 처음이에요 매번 계란물만 먹다가 바삭 누룽지 기대되요.
유투베이커리카페,"카페,디저트",,영업 중,,999+,유투베이커리카페 애견동반카페이고 우유빙수가 맛있네요 커피도맛있어요,작년 여름에 방문해서 맛 본 얼그레이케이크 맛을 못잊어 1년만에 또 왔어요.,"이 카페 뷰도, 브런치 맛도, 시설도, 청결도 모두 뛰어나지만 그 무엇보다도 커피!"
속초조개마을,조개요리,,영업 중,,999+,숙소앞 가성비 조개구이 맛집이에요. 냉삼이지만 삼겹살과 조개구이를 동시에 먹을 수 있어서 추천해요.,조개랑 냉삼을 같이 먹을 수 있는 속초 조개마을 다녀왔어요,속초 조개구이맛집 속초조개마을! 조개랑 삼겹살을 한번에 먹을수있어 구성이 진짜 최고에요!
달빛돈가,돼지고기구이,,영업 중,,999+,남편이 찾은 달빛돈가! 외관부터 넘 이쁘고 숙선된 고기들이 벌써부터 맛있어 보이더라구요!,친절하시고^^ 고기도 다 구워주셔서 편하게 잘 먹었습니다 ^^ 계란찜도 맛있었고 김치찌개도 맛있었어요^^,재재재재재방문입니다! 늘 잘 구워주시고 고기 질도 좋고 다 맛있습니다 애견동반 되는것도 굿굿
바다다베이커리카페,베이커리,,영업 중,,999+,바다보이는 카페 오고싶어서 급왔는데 연탄빵도 팔고 유명한 곳이네요 토끼푸딩 달달하니 맛있어요!,"두바이 크루키, 젤라또, 아이스 아메리카노, 뷰 전부 좋았습니다 여행 중 잘 쉬다갑니다","특색있는 연탄빵, 벽돌빵 , 등대빵 등등 왜 베이커리카페인지 알겠어요!"
카페 긷,"카페,디저트",,영업 중,,999+,커피도 맛있고 디저트도 브라우니를 추천 받아 먹어봤는데 포장까지 해올 걸 생각이 드는 맛있는 맛! :),커피랑 케이크 맛있어요! 음악이 잔잔하니.여유롭네요 주차장에서 들어오는 입구가 예뻐요,미술관에 온거같은 분위기 있는 인테리어에 커피도 맛있어서 좋았어요
옥란푸딩,"카페,디저트",,영업 중,,999+,"시그니처인 두부,감자,밤 푸딩 먹으려고 왔는데 다행히 웨이팅 없이 바로 입장하구 샀어요!",감자 푸딩 신기해서 먹어봤어요 내부도 구경할게 많고 병도 재활용 할 수 있어 좋았어요,"어제 밤푸딩 먹으러 왔는데 품절이라 옥수수밀크티 먹고, 오늘 오전에 바로 밤푸딩 맛보러 왔어요!"
한스키친 회포장,생선회,,영업 중,,999+,숙소 가기전에 포장해서 먹었습니다! 방어 도다리 우럭 광어 두툼하게 썰어져있어 식감 좋고 너무 맛있었어요,회포장 맛집인데요 1인분 양이 엄청 나죠 양이 푸짐하거든요 광어 도다리 부시리 이렇게 해서 주셨어요,"저녁으로 만석닭강정이랑 가볍게 먹을 안주 찾다가 회포장해왔어요, 싱싱한 회 덕뿐에 야식 성공적이였습니다."
카페너래,"카페,디저트",,영업 중,,999+,매장이 정말 예뻐요! 곳곳에 포토존도 많구요! 빵과 케이크도 너무 맛있어요! #속초카페 #울산바위뷰카페,"설악산 뷰를 볼 수 있는 카페 ! 맛있는 커피, 디저트와 함께 자연의 힐링을 느낄 수 있어서 좋았어요.",내부가 깔끔하고 널찍해서 좋습니다. 경치도 좋아요! 밀크티가 향긋하니 음료도 맛있습니다 :)
크래프트루트 속초맥주양조장,"맥주,호프",,영업 중,4.43,997,가족여행으로 2달에 한번 꼴로 오는 이곳은 맥주도 맛있지만 모든 음식이 진짜 너무 제 스타일이에요^^,속초의 핫플 수제맥주는 말해 무엇!트러플피자 넘넘 맛있어요 속초 올때마다 들러요 2번 들리세요오,여기는 맥주와 피자가 진짜 맛집입니다. 너무 맛있어요
대포면옥,냉면,,영업 중,4.55,957,속초에사는 지인추천으로 갔는데 평일에도 사람이 많았어요.그여 ㅋ 담에 속초가면 꼭 회냉면먹으러갈께요^^,따뜻한육수가 짱이!그거먹고 바로 냉면먹으면 더시원한맛을볼수있어요^^,막국수. 냉면 먹으러 여기만 가요 사진을 못 찍어서. . 명태회막국수 진짜진짜 맛있어요.
속초 강릉전복해물뚝배기,전복요리,,브레이크타임,4.33,946,식사 나오기 전에 반찬이 먼저 나오면 더 좋을거같아요 맛은 그냥 무난합니다 섭국은 많이 매우니까 참고하세요,점심에 갔는데 소주 먹게된 꿀맛 해물뚝배기입니다! 뚝배기 칼칼한 매운맛이 예술이에요!,여기 완전 숨은 속초맛집이에요! 전복죽이랑 해물뚝배기 완전 찐찐! 고소하고 녹진하고 맛있어요
복수산해물탕,"해물,생선요리",,영업 중,4.54,927,"해물요리를 좋아하지만 맘에드는집을 찾기 쉽지않았는데, 인생해산물맛집을 드디어 찾은 느낌이에요. 감사합니다",1월달에 첨 가보고 또 속초 여행을 가면서 첨부터 염두해두고 간 음식점. 이번에는 황제해물탕 먹었습니다.,"해물찜 3인 90,000원 포장했어요. 신선하고 맛있는 해물찜 잘 먹었습니다 :)"
라헬의부엌 속초점,"카페,디저트",,영업 중,,922,심지어 커피도 디저트도 맛났네요ㅋㅋ 완전 만족한곳이네요 ^^,바다 앞이라 뷰가 진짜 멋져요 가격대들이 있지만 에이드도 맛있었습니다,초당옥수플레 먹으러 왔어요 남편이 너무 맛있다고 좋아하네요 커피도 퀄리티 좋아요
용신포차,포장마차,,영업 전,4.61,917,동명항 오션뷰 힙한 술집 용신포차네요 평일 늦은 저녁시간 방문했는데도 매장 내 손님 꽉 차있더라구요,속초 포차거리에 용신포차 뷰도 정말 이쁘고 조개탕 특히 넘 맛있었어요 칼국수와 사리 꼭 추가해드세요ㅎㅎ,속초술집 용신포차! 음식도 음식이지만! 진짜 뷰가 너무좋아요
카페 효키,카페,,영업 중,,911,라떼 한 입 먹자마자 친구한테도 라떼 먹어보라고 호들갑 제대로 떨었어요,카페 효키 정말 크로플 맛집 인정입니다 필터 커피 어디서도 못먹어본 맛이었고 커피 향이 넘 좋았습니다,속초 오기 전부터 커피가 맛있다고 해서 저장해두고 찾아간 곳이에요. 잘 먹고 갑니다!
속초곰치국,"해물,생선요리",,영업 중,4.23,910,속초오면 곰치국 꼭 먹어봐야 되요 아이가 있어서 맑은국물로 주문했는데 맑은국물도 칼칼하고 맛있어요,부모님이 곰치국 드시고싶다해서 곰치국 맛집 찾아서 방문했습니다 ! 담에 속초오면 또 들러야할 맛집입니다요,여행 중에 들른 맛집 속초곰치국. 당일 잡은 생물 곰치 만을 요리하는 곰치국 맛집입니다.
속초까막골막국수,막국수,,영업 중,,882,물막국수 완전 맛있어요! 매운족발 꼭 드세요 사장님들도 다 친절하셔서 기분 좋게 먹고 나왔어요!,강릉여행와서 부모님 모시고 방문한 막국수집이였습니다! 서울 가서도 또 생각 날 것 같은 맛이였어요!,"메밀짬뽕, 막국수, 양념족발, 메밀만두 다 맛있어요! 메밀면 짬뽕이라 특이해요. 맛있어서 포장도 했어요."
뚝배기섭국,"해물,생선요리",,영업 중,4.62,870,섭국 첨 먹어봐서 비릴까봐 걱정 했는데 하나도 안비리고 너무 맛있었어요,속초 여행 중에 뚝배기섭국에서 동태탕을 먹었어요. 김치와 함께 먹으니 그 맛이 더욱 배가 되었어요.,이제껏 그렇게많이 속초를 오면서 이제야먹다니 해장최고에요 홍합양 완전많고 반찬 다맛있어요 간장이맛있ㅋ
히응커피,"카페,디저트",,영업 중,4.63,856,크랙 소금빵 샌드위치가 맛있어보여서 검색해서 찾아 왔습니다! 들어오자마자 빵 냄새가 향긋하네요^^,"히응커피 소금빵은 언제나 사랑이죠! 소프트부터 메론소금빵까지 맛없는게 없어요,",히응커피 소금빵 진짜 맛집이에용 ㅎㅎㅎ 두번째 오는데 속초 올때마다 오는 곳이랍니다:) 추천 드려요
치커리생구이,한식,,영업 전,4.78,846,오픈시간 에가서 바로입장 고기는 가성비 괜찮고 고기 된장찌개는 그냥평범,한우안심+꽃등심 입에서 녹아내려요 ^^ 속초한우 맛집이에요 답십리점도 생겼다는데 꼭 가보려구요 ^^,고성여행 갔다가 소고기 먹으러 속초까지 다녀왔어요! ㅎㅎ
속초홍게무한리필홍게랑,대게요리,,브레이크타임,4.44,822,수율좋고 계속 따뜻하게 나와서 정말 맛있게 먹었어요! 볶음밥은 꼭 1인1볶음밥 하세요!,처음 방문한 홍게랑 너무 맛있고 사장님 진짜 친절하세요! 게볶음밥이랑 서비스 게라면 너무 맛나요!,둘이서 먹기 좋아요. 볶음밥도 나오고 라면도 나오고 술이 잘들어가요ㅋㅋ
카페소리,"카페,디저트",,영업 중,4.56,808,커피맛있고 잔잔한 음악소리 너무 좋습니다 북카페입니다 속초카페맛집 뷰맛집,"평일 오전, 사람도 없고 조용해서 더 좋았어요 드립커피 진짜 맛있어요 꼭 드셔보세요.",초당본점 바로 앞이예요. 1층은 서점 2층은 뮤직카페. 공간이 너무 멋있네요. 커피맛 좋습니다
명성게찜,게요리,,영업 중,4.61,802,대게+홍게 세트 주문했습니다. 2인 넉넉하게 맛나게 먹었습니다.,대게가 진짜 찐이네요 홍게와 세트메뉴가 있는데 우리는 그냥 대게 2마리^^,속초가면 대게 먹으러가는데. 자주가던곳이 없어져서 속상했는데 이제 이곳으로 가야겠어요.ㅎㅎㅎ
오스테리아 제로제로,양식,,브레이크타임,4.75,782,교동에 분위기 좋은 레스토랑 찾으시면 여기 완전 추천할게요 버섯 아뇰로띠 꼭 드셔보세요,오랜만에 방문해서 넘 맛있게 잘 먹었어요 지난번엔 코스로 먹었었는데 이번엔 파스타로 먹었어요 ㅎㅎ,슈림프로제파스타는 새우가 진짜 튼실해요! 당연히 맛있고요! 라자냐는 예술입니다!. 강추
와규더테이블,양식,,브레이크타임,,757,진짜 맛이 없을 수 없습니다. 소고기 전문 레스토랑이라 그런지 메뉴가 전부 다 맛있어요!,아이랑 점심먹으러 왔는데 아이식기부터 음식도 세심하게 배려해주는 와규더테이블입니다,내부 분위기도 좋구 스테이크 파스타 너무너무 맛있어요!
속초별미순대국 본점,"순대,순댓국",,영업 종료,4.46,745,고기가 많아요 맛있게 먹었어요 주차는 매장옆 도로에 하면 됩니다,순댓국 생각 날때마다 들르는 집인데. 맛이 변함없어 좋아요,제 기준 1등 순대국집입니다. 속초 중앙시장 ㅍㅍ순대국도 유명해서 먹어봤는데 전 여기가 더 맛있었어요.
홍용가,중식당,,브레이크타임,4.67,739,한적하고 풍경이 좋은 곳에 있는 맛있는 중식당입니다. 짜장면도 굿굿 싹싹 비웠습니다.,전날 예약해야 먹을수잇는 중국집이애요. 기대이상으로 맛잇어요 특히 해산물 고기가 넘 신선하구 맛잇어요,참고하시고 재료 아낌없이 쓰시고요 짬뽕 진심 강추입니다! 최근 먹었던 짬뽕중 탑!
코리아횟집,생선회,,영업 중,4.4,739,회도 맛있고 대게도 맛있어요! 밑반찬들도 많이 나오고 바다뷰를 보면서 먹을수도 있어서 좋아요!,이렇게 밑반찬이 잘나오는 횟집 보셨슴니까 ? 맛집은 밑반찬부터 다른거 아시죠 ? 얼른 와서 드셔보세요,속초여행와서 친목다지려고 들른 곳인데 반찬들도 다맛있구 매운탕이 칼칼하고 시원했어요
카페 배타고,"카페,디저트",,영업 중,4.89,733,문 열고 들어 오니 완전 다른 공간이! 인테리어도 예쁘고 분위기도 편안해요! 특히 배타고 라떼 추천,미모의 사장님께서 타주신 너무맛있는 커피와 너무이쁘고 귀엽고 아기자기한 인테리어에 깜짝놀랐어요! ㅎㅎ,"뷰가 예쁜 카페로 보여서 찾아왔어요:) 사진찍는 것도 조하하고, 맛있는 커피/케잌도 좋아합니당ㅎㅎ"
완앤송 하우스 레스토랑,양식,,브레이크타임,4.55,721,소고기 쌀국수 타코라이스 여전히 맛있고 분위기 그윽하고 좋았습니다.,속초까지 와서 해장을 무슨 쌀국수로 하냐고 생각했는데 너무 좋은 선택이었습니다 너무 맛있게 먹고 갑니다,국물먼저 한입 먹어보고 고기 한점을 먹어봤는데 국물은 생각보다 진하고 간이 어느정도 있었어요.
속초설빙정막국수 냉면,막국수,,영업 중,4.62,719,척산온천 족욕장 갔다가 차로 2분거리 울산바위뷰 가 멋지더라구요 로봇서빙하는 설빙정 명태회막국수 맛있어요,맛있게 먹었어요. 여러게 시켰는데 회막국수가 젤 맛있네요.,비빔막국수랑 회막국수에 들어가는 명태회 넘 맛있었고 수육이랑 같이 싸먹으면
한양면옥,냉면,,영업 중,4.42,703,냉면 시원하고 맛있었어요. 갈비탕 아이들 맛있게 잘 먹었어요.,속초 여행 가서 가장 먹고 싶었던 냉면을 여행 마지막날 먹었어요. 장국도 맛있게 먹었어요.,속초에서 즐겨먹는 냉면집 세곳 중 하나. 가격이 많이 오르긴 했네요. 양도 넉넉하고 좋습니다.
제제네식탁,"백반,가정식",,브레이크타임,4.54,699,속초에 있는 새우장 맛집! 실내인테리어 엄청 깔끔하고 분위기 있고 사장님도 친절하심. 굿굿!,간단히 덮밥이 먹고싶어 검색해서 처음가본 집이예요. 주 메뉴는 새우장이 대표음식이더라구요.,음식들이 깔끔하고 정갈하게 나오니 좋았구요. 새우장 특히 맛있었고 삼겹깍두기볶음밥도 괜찮았어요.
서가네숯불갈비,"육류,고기요리",,영업 중,4.36,638,지인에게 추천받아 가족들과 함께 방문했어요 생갈비와 양념갈비 모두 고기 상태도 너무 좋고 맛있었어요,고기 질도 좋고 엄청 맛있어요! 배부르게 잘먹고왔습니다 서비스 짱짱,고기 자체가 맛있어서 뭐랑 같이먹어도 맛있어요 다시 방문하겠습니다ㅎㅎ!
속초물담물회,한식,,영업 중,,625,속초물회맛집인 물담물회에서 맛있는 점심식사를 먹고 왔는데요. 국수 양도 푸짐해서 만족스러웠어요.,속초 1박2일 중 속초 물회 맛집 물담물회 다녀왔는데요. 저의 인생물회였어요 기분좋게 식사했어요.,물회 진짜 맛있고 신선하네여 오징어순대가 진짜 맛있어요!
호인스시,일식당,,영업 중,4.71,623,속초 여행 중 다시 찾은 호인스시 . 너무 맛있게 잘 먹었습니다.,속초에 가면 꼭 가는 맛있는 스시야 호인스시.올해도 가족들과 행복한 시간 보내고 왔어요.,일식 오마카세 처음 갔는데 맛있는 음식으로 좋은 경험 했습니다.
배가네찜,"해물,생선요리",,영업 중,4.67,601,속초여행에서 생선찜 꼭 먹고 싶어가지구 속초현지인맛집으로 찾아서 배가네찜 와봤어요! 살도 많구요!,몇년 전 속초여행때 맛있게 먹었던 기억이 있어 다시 들렀어요! 가오리찜 여전히 맛있네요 ^^,대구뽈찜 쫄깃쫄깃한 살에 감칠맛 제대로인 소스는 밥 한공기 그냥 뚝딱이에여
속초백수씨심야식당,요리주점,,영업 전,4.52,586,연어 맛있어요! 연어+주먹밥 훌륭할 훌입니다 분위기도 좋아서 담엔 1차로 도전!,"트렌디한 인테리어와 감성 ! 홍새우 사시미는 항상 품절이라 못 먹어봤지만 , 육전이 아주 맛있어요!",연어가 꿀맛입니다! 특히 주먹밥! 같이 먹으면 완전 환상조합이에요!
아지트,포장마차,,영업 중,4.37,556,라면 퀄리티 ㅁㅊ. 사장님도 설명 친절하게 잘 해주셨어요 다음에 가면 도화새우를 먹어 보고 싶어요,"꽃새우와 머리구이(서비스),해물라면 먹었습니다 엄청 싱싱하고 달고 맛있었어요","생새우 홍게찜 홍게탕.,.다 너무맛있어요! 최고 추천합니다 !"
화진호 이선장네,"해물,생선요리",,브레이크타임,4.3,551,전 날 과음으로! 해장하러 왔습니다! 생대구탕 주문이요^^ 반찬도 맛있구요 서비스 회무침도 맛있었구요!,유트뷰보고 방문해봤어요.조림 싱싱함이 느껴져 맛있었고 밑반찬 생대구탕 모두 맛있었어요,우연히 검색으로 알아낸 맛집! 대구탕 시원칼칼 깔끔해요! 특물회도 새콤달콤 시원하고 맛있어요 !
라이픈커피,카페,,영업 중,4.82,548,제가 라이트 로스팅의 참 맛을 배운 카페입니다. 맛있는 커피 내려주셔서 감사합니다.,따뜻한 분위기에 세련되고 편한곳입니다. 커피맛도 좋고 케잌도 맛있네요. 아주 좋았습니다,커피가 진짜진짜 맛있어요. 속초올 때마다 무조건 들리게 될 것 같아요.
